,iso_code,location,date,total_cases,total_deaths,stringency_index,population,Region,Area (sq. mi.),KEYCODE&DATE,DATE,European Union,European Single Market,Week_Num,Month,day,Dates,Cases_x_Area,Cases_x_Pop,Cumulative Deaths_%_Cases,PopMi2,Stringency_Indexed,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_IndexL4_L5
4871,POL,Poland,2020-04-22,9856.0,401.0,83.33,37846605,EASTERN EUROPE,312685.0,POL2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,121.0,4.0,EU,2654.0,138.0,True
4872,POL,Poland,2020-04-29,12218.0,596.0,83.33,37846605,EASTERN EUROPE,312685.0,POL2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,121.0,4.0,EU,2362.0,195.0,True
4873,POL,Poland,2020-05-06,14431.0,716.0,83.33,37846605,EASTERN EUROPE,312685.0,POL2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.0,121.0,4.0,EU,2213.0,120.0,True
4874,POL,Poland,2020-05-13,16921.0,839.0,83.33,37846605,EASTERN EUROPE,312685.0,POL2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.1,0.0,0.0,121.0,4.0,EU,2490.0,123.0,True
4875,POL,Poland,2020-05-20,19268.0,948.0,83.33,37846605,EASTERN EUROPE,312685.0,POL2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.1,0.0,0.0,121.0,4.0,EU,2347.0,109.0,True
4876,POL,Poland,2020-05-27,22074.0,1024.0,79.63,37846605,EASTERN EUROPE,312685.0,POL2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.1,0.0,0.0,121.0,4.0,EU,2806.0,76.0,True
4898,PRT,Portugal,2020-03-25,2362.0,33.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,110.4,4.0,EU,1914.0,32.0,True
4899,PRT,Portugal,2020-04-01,7443.0,160.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.1,0.0,0.0,110.4,4.0,EU,5081.0,127.0,True
4900,PRT,Portugal,2020-04-08,12442.0,345.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.1,0.0,0.0,110.4,4.0,EU,4999.0,185.0,True
4901,PRT,Portugal,2020-04-15,17448.0,567.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.2,0.0,0.0,110.4,4.0,EU,5006.0,222.0,True
4902,PRT,Portugal,2020-04-22,21379.0,762.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.2,0.0,0.0,110.4,4.0,EU,3931.0,195.0,True
4903,PRT,Portugal,2020-04-29,24324.0,973.0,82.41,10196707,WESTERN EUROPE,92391.0,PRT2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.3,0.0,0.0,110.4,4.0,EU,2945.0,211.0,True
4904,PRT,Portugal,2020-05-06,25702.0,1074.0,75.0,10196707,WESTERN EUROPE,92391.0,PRT2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.3,0.0,0.0,110.4,4.0,EU,1378.0,101.0,True
4905,PRT,Portugal,2020-05-13,27913.0,1163.0,75.0,10196707,WESTERN EUROPE,92391.0,PRT2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.3,0.0,0.0,110.4,4.0,EU,2211.0,89.0,True
4906,PRT,Portugal,2020-05-20,29432.0,1247.0,71.3,10196707,WESTERN EUROPE,92391.0,PRT2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.3,0.0,0.0,110.4,4.0,EU,1519.0,84.0,True
4907,PRT,Portugal,2020-05-27,31007.0,1342.0,71.3,10196707,WESTERN EUROPE,92391.0,PRT2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.3,0.0,0.0,110.4,4.0,EU,1575.0,95.0,True
4908,PRT,Portugal,2020-06-03,32895.0,1436.0,71.3,10196707,WESTERN EUROPE,92391.0,PRT2020-06-03,2020-06-03,Member,Member,22,Jun,Wednesday,20200603,0.4,0.0,0.0,110.4,4.0,EU,1888.0,94.0,True
4912,PRT,Portugal,2020-07-01,42141.0,1576.0,72.69,10196707,WESTERN EUROPE,92391.0,PRT2020-07-01,2020-07-01,Member,Member,26,Jul,Wednesday,20200701,0.5,0.0,0.0,110.4,4.0,EU,2404.0,36.0,True
4913,PRT,Portugal,2020-07-08,44416.0,1629.0,71.3,10196707,WESTERN EUROPE,92391.0,PRT2020-07-08,2020-07-08,Member,Member,27,Jul,Wednesday,20200708,0.5,0.0,0.0,110.4,4.0,EU,2275.0,53.0,True
4914,PRT,Portugal,2020-07-15,47051.0,1668.0,71.3,10196707,WESTERN EUROPE,92391.0,PRT2020-07-15,2020-07-15,Member,Member,28,Jul,Wednesday,20200715,0.5,0.0,0.0,110.4,4.0,EU,2635.0,39.0,True
4915,PRT,Portugal,2020-07-22,48898.0,1697.0,71.76,10196707,WESTERN EUROPE,92391.0,PRT2020-07-22,2020-07-22,Member,Member,29,Jul,Wednesday,20200722,0.5,0.0,0.0,110.4,4.0,EU,1847.0,29.0,True
5003,ROU,Romania,2020-03-25,762.0,11.0,78.7,19237682,EASTERN EUROPE,237500.0,ROU2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,81.0,4.0,EU,545.0,,True
5004,ROU,Romania,2020-04-01,2245.0,69.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,81.0,4.0,EU,1483.0,58.0,True
5005,ROU,Romania,2020-04-08,4417.0,182.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,81.0,4.0,EU,2172.0,113.0,True
5006,ROU,Romania,2020-04-15,6879.0,344.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.1,81.0,4.0,EU,2462.0,162.0,True
5007,ROU,Romania,2020-04-22,9242.0,483.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.1,81.0,4.0,EU,2363.0,139.0,True
5008,ROU,Romania,2020-04-29,11616.0,650.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.1,81.0,4.0,EU,2374.0,167.0,True
5009,ROU,Romania,2020-05-06,13837.0,827.0,87.04,19237682,EASTERN EUROPE,237500.0,ROU2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.1,0.0,0.1,81.0,4.0,EU,2221.0,177.0,True
5010,ROU,Romania,2020-05-13,15778.0,1002.0,78.7,19237682,EASTERN EUROPE,237500.0,ROU2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.1,0.0,0.1,81.0,4.0,EU,1941.0,175.0,True
5011,ROU,Romania,2020-05-20,17191.0,1126.0,75.0,19237682,EASTERN EUROPE,237500.0,ROU2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.1,0.0,0.1,81.0,4.0,EU,1413.0,124.0,True
5012,ROU,Romania,2020-05-27,18429.0,1210.0,75.0,19237682,EASTERN EUROPE,237500.0,ROU2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.1,0.0,0.1,81.0,4.0,EU,1238.0,84.0,True
5467,SVK,Slovakia,2020-03-18,97.0,,75.0,5459643,EASTERN EUROPE,48845.0,SVK2020-03-18,2020-03-18,Member,Member,11,Mar,Wednesday,20200318,0.0,0.0,,111.8,4.0,EU,90.0,,True
5468,SVK,Slovakia,2020-03-25,204.0,,75.0,5459643,EASTERN EUROPE,48845.0,SVK2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,,111.8,4.0,EU,107.0,,True
5469,SVK,Slovakia,2020-04-01,363.0,,75.0,5459643,EASTERN EUROPE,48845.0,SVK2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,,111.8,4.0,EU,159.0,,True
5470,SVK,Slovakia,2020-04-08,581.0,2.0,87.04,5459643,EASTERN EUROPE,48845.0,SVK2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.0,0.0,0.0,111.8,4.0,EU,218.0,,True
5471,SVK,Slovakia,2020-04-15,835.0,2.0,75.0,5459643,EASTERN EUROPE,48845.0,SVK2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.0,0.0,0.0,111.8,4.0,EU,254.0,0.0,True
5472,SVK,Slovakia,2020-04-22,1199.0,14.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.0,0.0,0.0,111.8,4.0,EU,364.0,12.0,True
5473,SVK,Slovakia,2020-04-29,1384.0,20.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.0,0.0,0.0,111.8,4.0,EU,185.0,6.0,True
5474,SVK,Slovakia,2020-05-06,1421.0,25.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.0,0.0,0.0,111.8,4.0,EU,37.0,5.0,True
5475,SVK,Slovakia,2020-05-13,1465.0,27.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.0,0.0,0.0,111.8,4.0,EU,44.0,2.0,True
5476,SVK,Slovakia,2020-05-20,1495.0,28.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.0,0.0,0.0,111.8,4.0,EU,30.0,1.0,True
5477,SVK,Slovakia,2020-05-27,1513.0,28.0,73.15,5459643,EASTERN EUROPE,48845.0,SVK2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,0.0,0.0,0.0,111.8,4.0,EU,18.0,0.0,True
5498,SVN,Slovenia,2020-03-25,480.0,3.0,78.7,2078932,EASTERN EUROPE,20273.0,SVN2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.0,0.0,0.0,102.5,4.0,EU,205.0,2.0,True
5499,SVN,Slovenia,2020-04-01,814.0,13.0,89.81,2078932,EASTERN EUROPE,20273.0,SVN2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.0,0.0,0.0,102.5,4.0,EU,334.0,10.0,True
5500,SVN,Slovenia,2020-04-08,1055.0,36.0,89.81,2078932,EASTERN EUROPE,20273.0,SVN2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.1,0.0,0.0,102.5,4.0,EU,241.0,23.0,True
5501,SVN,Slovenia,2020-04-15,1220.0,56.0,89.81,2078932,EASTERN EUROPE,20273.0,SVN2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.1,0.0,0.0,102.5,4.0,EU,165.0,20.0,True
5502,SVN,Slovenia,2020-04-22,1340.0,77.0,86.11,2078932,EASTERN EUROPE,20273.0,SVN2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.1,0.0,0.1,102.5,4.0,EU,120.0,21.0,True
5503,SVN,Slovenia,2020-04-29,1408.0,86.0,86.11,2078932,EASTERN EUROPE,20273.0,SVN2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.1,0.0,0.1,102.5,4.0,EU,68.0,9.0,True
5504,SVN,Slovenia,2020-05-06,1448.0,98.0,75.0,2078932,EASTERN EUROPE,20273.0,SVN2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.1,0.0,0.1,102.5,4.0,EU,40.0,12.0,True
5664,ESP,Spain,2020-03-18,17688.0,491.0,71.76,46754783,WESTERN EUROPE,504782.0,ESP2020-03-18,2020-03-18,Member,Member,11,Mar,Wednesday,20200318,0.0,0.0,0.0,92.6,4.0,EU,14414.0,456.0,True
5665,ESP,Spain,2020-03-25,57506.0,2696.0,71.76,46754783,WESTERN EUROPE,504782.0,ESP2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.1,0.0,0.0,92.6,4.0,EU,39818.0,2205.0,True
5666,ESP,Spain,2020-04-01,111680.0,8189.0,85.19,46754783,WESTERN EUROPE,504782.0,ESP2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.2,0.0,0.1,92.6,4.0,EU,54174.0,5493.0,True
5667,ESP,Spain,2020-04-08,153190.0,13798.0,85.19,46754783,WESTERN EUROPE,504782.0,ESP2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.3,0.0,0.1,92.6,4.0,EU,41510.0,5609.0,True
5668,ESP,Spain,2020-04-15,182491.0,18276.0,85.19,46754783,WESTERN EUROPE,504782.0,ESP2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.4,0.0,0.1,92.6,4.0,EU,29301.0,4478.0,True
5669,ESP,Spain,2020-04-22,200733.0,21717.0,85.19,46754783,WESTERN EUROPE,504782.0,ESP2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.4,0.0,0.1,92.6,4.0,EU,18242.0,3441.0,True
5670,ESP,Spain,2020-04-29,213942.0,24275.0,85.19,46754783,WESTERN EUROPE,504782.0,ESP2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.4,0.0,0.1,92.6,4.0,EU,13209.0,2558.0,True
5671,ESP,Spain,2020-05-06,221124.0,25857.0,81.94,46754783,WESTERN EUROPE,504782.0,ESP2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.4,0.0,0.1,92.6,4.0,EU,7182.0,1582.0,True
5672,ESP,Spain,2020-05-13,228691.0,27104.0,83.33,46754783,WESTERN EUROPE,504782.0,ESP2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.5,0.0,0.1,92.6,4.0,EU,7567.0,1247.0,True
5673,ESP,Spain,2020-05-20,232555.0,27888.0,79.17,46754783,WESTERN EUROPE,504782.0,ESP2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,0.5,0.0,0.1,92.6,4.0,EU,3864.0,784.0,True
6337,GBR,United Kingdom,2020-03-25,12650.0,512.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-03-25,2020-03-25,Member,Member,12,Mar,Wednesday,20200325,0.1,0.0,0.0,277.3,4.0,EU,8992.0,430.0,True
6338,GBR,United Kingdom,2020-04-01,33954.0,2453.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-04-01,2020-04-01,Member,Member,13,Apr,Wednesday,20200401,0.1,0.0,0.1,277.3,4.0,EU,21304.0,1941.0,True
6339,GBR,United Kingdom,2020-04-08,66054.0,7545.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-04-08,2020-04-08,Member,Member,14,Apr,Wednesday,20200408,0.3,0.0,0.1,277.3,4.0,EU,32100.0,5092.0,True
6340,GBR,United Kingdom,2020-04-15,97052.0,14113.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-04-15,2020-04-15,Member,Member,15,Apr,Wednesday,20200415,0.4,0.0,0.1,277.3,4.0,EU,30998.0,6568.0,True
6341,GBR,United Kingdom,2020-04-22,130119.0,20273.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-04-22,2020-04-22,Member,Member,16,Apr,Wednesday,20200422,0.5,0.0,0.2,277.3,4.0,EU,33067.0,6160.0,True
6342,GBR,United Kingdom,2020-04-29,162421.0,25280.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-04-29,2020-04-29,Member,Member,17,Apr,Wednesday,20200429,0.7,0.0,0.2,277.3,4.0,EU,32302.0,5007.0,True
6343,GBR,United Kingdom,2020-05-06,191895.0,29216.0,79.63,67886004,WESTERN EUROPE,244820.0,GBR2020-05-06,2020-05-06,Member,Member,18,May,Wednesday,20200506,0.8,0.0,0.2,277.3,4.0,EU,29474.0,3936.0,True
6344,GBR,United Kingdom,2020-05-13,214306.0,32193.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-05-13,2020-05-13,Member,Member,19,May,Wednesday,20200513,0.9,0.0,0.2,277.3,4.0,EU,22411.0,2977.0,True
6345,GBR,United Kingdom,2020-05-20,232675.0,34466.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-05-20,2020-05-20,Member,Member,20,May,Wednesday,20200520,1.0,0.0,0.1,277.3,4.0,EU,18369.0,2273.0,True
6346,GBR,United Kingdom,2020-05-27,247596.0,36192.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-05-27,2020-05-27,Member,Member,21,May,Wednesday,20200527,1.0,0.0,0.1,277.3,4.0,EU,14921.0,1726.0,True
6348,GBR,United Kingdom,2020-06-10,265859.0,38861.0,73.15,67886004,WESTERN EUROPE,244820.0,GBR2020-06-10,2020-06-10,Member,Member,23,Jun,Wednesday,20200610,1.1,0.0,0.1,277.3,4.0,EU,7824.0,1081.0,True
6349,GBR,United Kingdom,2020-06-17,273040.0,39515.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-06-17,2020-06-17,Member,Member,24,Jun,Wednesday,20200617,1.1,0.0,0.1,277.3,4.0,EU,7181.0,654.0,True
6350,GBR,United Kingdom,2020-06-24,279390.0,39986.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-06-24,2020-06-24,Member,Member,25,Jun,Wednesday,20200624,1.1,0.0,0.1,277.3,4.0,EU,6350.0,471.0,True
6351,GBR,United Kingdom,2020-07-01,284271.0,40394.0,71.3,67886004,WESTERN EUROPE,244820.0,GBR2020-07-01,2020-07-01,Member,Member,26,Jul,Wednesday,20200701,1.2,0.0,0.1,277.3,4.0,EU,4881.0,408.0,True
